V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43	V44	V45	V46	V47	V48	V49	V50	V51	V52	V53	V54	V55	V56	V57	V58	V59	V60	V61	V62	V63	V64	V65	V66	V67	V68	V69	V70	V71	V72	V73	V74	V75	V76	V77	V78	V79	V80	V81	V82	V83	V84	V85	V86	V87	V88	V89	V90	V91	V92	V93	V94	V95	V96	V97	V98	V99	V100	V101	V102	V103	V104	V105	V106	V107	V108	V109	V110	V111	V112	V113	V114	V115	V116	V117	V118	V119	V120	V121	V122	V123	V124	V125	V126	V127	V128	V129	V130	V131	V132	V133	V134	V135	V136	V137	V138	V139	V140	V141	V142	V143	V144	V145	V146	V147	V148	V149	V150	V151	V152	V153	V154	V155	V156	V157	V158	V159	V160	V161	V162	V163	V164	V165	V166	V167	V168	V169	V170	V171	V172	V173	V174	V175	V176	V177	V178	V179	V180	V181	V182	V183	V184	V185	V186	V187	V188	V189	V190	V191	V192	V193	V194	V195	V196	V197	V198	V199	V200	V201	V202
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.041395	-0.004599	0.01443	0.079027	0.0265	0.017966	-0.072473	0.134625	0.082153	0.057335	-0.035974	0.051681	-0.034623	-0.056663	0.227448	-0.057879	0.01046	0.02398	-0.078363	-0.05097	0.010411	0.150913	0.050022	-0.046339	-0.049731	0.047018	-0.087635	0.160081	-0.006893	-0.073629	0.157386	-0.032443	-0.013771	-0.019157	-0.086895	0.054067	0.013919	-0.023352	-0.006036	0.021597	-0.020911	-0.099786	-0.095856	0.004421	-0.031079	0.001334	-0.111694	0.093978	-0.073865	-0.074853	0.035297	-0.037373	0.018017	0.011839	-0.09133	-0.026743	0.141054	0.001063	-0.030183	-0.108718	0.086049	-0.006764	-0.037298	0.012096	-0.063154	-0.019236	-0.031047	-0.031416	-0.106904	-0.071711	0.181204	-0.028763	0.000957	-0.069017	0.092509	0.035034	0.118663	-0.055347	0.091469	0.172627	0.160997	-0.017629	-0.005631	-0.077246	-0.086155	-0.044914	-0.014651	-0.077247	-0.055977	0.055071	-0.098175	-0.111133	0.059859	-0.048966	-0.082484	-0.080899	0.112081	0.007499	-0.049139	0.039503	-0.046323	-0.094213	-0.090784	-0.066352	-0.104141	0.015286	0.01405	-0.055554	-0.010801	0.020893	-0.02618	-0.069414	0.011981	0.064347	-0.104773	-0.025332	-0.094587	-0.04955	0.069904	-0.005733	-0.025438	0.017573	0.056742	-0.066647	0.043359	-0.073824	0.006514	0.102987	-0.112224	-0.108291	-0.061916
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.030972	0.034623	0.064272	-0.030196	-0.082204	0.134749	0.065488	-0.100031	-0.046195	0.049254	-0.020496	-0.066716	-0.044306	-0.084064	-0.041492	-0.062204	-0.08167	0.05856	-0.002566	-0.102285	-0.041663	-0.071869	-0.064768	-0.027575	0.055549	-0.010634	-0.006741	0.030378	-0.007255	-0.070791	0.099261	-0.10398	0.013221	0.202492	0.092963	-0.078861	0.012193	-0.091654	-0.073503	-0.066621	-0.010314	0.044129	0.065118	-0.054956	-0.051146	0.06792	0.163902	0.082941	-0.058025	0.043558	-0.068058	0.02265	-0.031179	-0.012845	0.011806	-0.057385	0.062238	0.029066	0.124569	-0.066496	-0.084827	-0.071349	-0.075958	-0.035196	-0.022539	-0.053191	0.026608	-0.012399	0.022914	-0.064356	0.013299	-0.123649	-0.014847	-0.067454	-0.043804	-0.040169	0.187231	-0.06374	-0.001972	-0.051683	-0.063231	-0.068304	0.04762	-0.06417	-0.051526	-0.059505	0.053834	0.028538	0.019661	0.041813	-0.069626	-0.044107	0.126741	-0.031584	0.061478	-0.068685	-0.005456	-0.086572	-0.092559	-0.057855	-0.039393	-0.048824	-0.039932	0.116485	0.053973	0.023523	0.109908	0.009727	-0.034923	0.001623	0.017794	-0.05905	-0.043019	0.258879	0.007553	0.251657	0.192789	0.014846	-0.051276	-0.080287	-0.055123	0.0411	0.084445	0.052132	0.122551	-0.046982	-0.023758	0.015689	0.034299	-0.037425
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.015569	0.024535	0.1245	-0.025555	-0.030754	0.105	-0.056205	-0.031591	-0.012798	-0.026925	0.060068	-0.024036	-0.042485	-0.014791	-0.008215	0.083348	-0.028262	-0.071852	0.073861	0.418397	0.024491	-0.039496	0.273448	-0.066406	-0.034128	-0.064935	-0.042242	-0.070488	-0.053715	0.02003	-0.027012	0.029931	0.011071	-0.079719	-0.02832	-0.015338	-0.050939	-0.005015	0.105287	-0.048962	0.013045	0.006393	-0.006186	0.093803	-0.058365	-0.064757	-0.055729	-0.028566	-0.070466	-0.040991	-0.001743	0.07631	-0.040122	-0.029343	0.451301	-0.062253	0.091775	-0.045316	0.114421	-0.048534	0.03086	0.010548	0.030442	-0.016307	-0.047409	0.017182	-0.012705	-0.110279	0.015329	-0.066361	-0.037768	-0.046888	-0.028658	0.018349	-0.033269	-0.062478	0.007358	-0.076137	0.001115	0.232497	-0.007986	-0.016309	0.024194	-0.023588	-0.067588	-0.007534	-0.064617	-0.038663	-0.071096	-0.018639	-0.075259	-0.007305	0.026686	-0.05401	0.13622	0.446375	-0.053384	-0.031507	0.001059	-0.091299	-0.009363	-0.106195	0.005574	0.053349	-0.018522	-0.083213	-0.05583	0.130288	-0.028958	0.029641	0.195274	-0.04002	-0.05173	0.002317	-0.060523	-0.07236	-0.042922	0.047906	0.186658	-0.016004	-0.006924	0.028661	-0.00467	-0.051327	-0.011418	-0.034944	-0.029266	0.151798	-0.035944
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.022143	0.266568	0.052402	0.055701	-0.076676	-0.019036	0.023923	0.066965	-0.041627	-0.071209	-0.057938	-0.036766	-0.037212	-0.007608	-0.066507	0.051193	-0.036318	0.125706	-0.026757	0.078936	-0.013388	-0.023941	-0.079694	-0.106528	0.131472	0.117636	-0.116782	0.128271	0.085714	-0.011611	0.034261	0.073349	-0.081139	0.097772	-0.036078	0.117494	0.052925	-0.049117	-0.068147	0.091968	0.109109	-0.01817	-0.004179	-0.107322	-0.083273	-0.080955	-0.015152	-0.09559	0.018055	0.117434	0.067817	-0.082398	-0.005962	-0.041594	0.09282	0.075008	0.024018	-0.03649	-0.038229	-0.054712	0.036723	0.002394	-0.032771	-0.08874	0.085036	-0.052234	-0.107078	-0.013038	-0.054611	-0.02713	-0.056803	-0.042523	0.018156	-0.092925	0.069865	0.057384	-0.066794	0.034732	-0.019056	-0.017108	-0.055366	0.033616	-0.036427	-0.001844	-0.034263	-0.078187	-0.066964	-0.103935	-0.051091	-0.058498	0.027071	-0.074502	-0.066305	-0.01378	0.030068	-0.085512	-0.052881	-0.03791	-0.106675	-0.101047	-0.084485	0.022925	0.099389	0.141558	0.0318	0.151497	0.011125	0.053974	0.084861	0.019886	-0.062979	-0.01268	0.04621	-0.013887	0.029521	-0.097869	-0.005033	-0.035397	0.005845	0.374629	-0.08939	0.110604	-0.034154	0.011029	-0.031991	-0.03469	-0.029142	-0.036439
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.047018	-0.090957	0.059271	0.534814	0.095788	-0.064524	0.014116	0.03511	-0.082088	-0.056018	0.067096	-0.05796	-0.088555	-0.108817	-0.033407	-0.070436	-0.046968	0.166075	-0.053476	-0.059804	-0.080446	0.110586	-0.014247	-0.036976	0.06339	-0.03579	0.056392	0.051083	-0.07773	-0.014799	0.084949	0.090105	-0.079216	-0.048156	-0.088323	-0.043951	-0.082197	-0.037359	-0.01771	0.024883	-0.092696	-0.018329	-0.056718	0.119459	-0.029395	-0.050333	0.136473	-0.064142	0.035652	-0.102574	-0.058146	0.04267	0.190183	0.023565	-0.039037	0.074394	0.039058	-0.111321	-0.083712	-0.074609	-0.103087	-0.069752	-0.08031	0.00225	-0.076425	-0.048293	0.060984	-0.024087	-0.079453	0.068893	0.135386	-0.124033	0.05091	0.089106	-0.110419	0.164588	0.033158	-0.108706	-0.029218	0.039299	-0.073632	-0.036119	-0.108608	0.034759	-0.045307	0.077718	-0.063402	-0.050652	0.050105	0.058531	-0.089387	-0.022057	0.046707	-0.04645	-0.099454	0.036516	-0.114193	-0.018225	-0.105082	-0.030375	0.096345	0.017218	0.019598	0.083023	0.026873	-0.032223	-0.045714	-0.014806	-0.089869	0.018516	0.09724	-0.074846	0.081802	0.082865	0.109705	-0.071631	-0.094776	-0.081035	0.025225	-0.014013	0.028474	0.011016	-0.070383	0.094281	-0.015384	0.044836	-0.12439
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.097605	-0.034519	-0.063365	0.041109	0.033205	-0.029439	0.01302	0.026396	-0.00531	-0.028979	0.012323	0.041095	0.00136	-0.021709	0.001416	0.11355	-0.029827	0.145916	-0.014319	0.000739	-0.066989	-0.048286	0.031925	0.003477	-0.07227	0.052771	-0.016869	0.011809	0.021359	-0.082785	-0.049749	0.151352	-0.039201	0.137975	0.072551	-0.001481	-0.046469	0.003886	0.021845	0.032661	0.082781	-0.110428	-0.113033	-0.039299	-0.034435	-0.089418	-0.037797	0.004276	0.103941	-0.064817	0.038092	0.010573	-0.01615	-0.021938	-0.044715	-0.02029	-0.008411	-0.02268	0.023151	0.032383	-0.042212	-0.014568	-0.059226	-0.000155	-0.103811	-0.024012	-0.030973	0.017577	0.003776	0.00649	0.151678	-0.009201	-0.047657	0.045396	-0.065471	0.068611	0.088425	0.043152	-0.053523	0.044297	-0.020363	-0.015168	-0.046851	-0.043943	-0.121673	-0.082936	-0.038724	-0.060482	-0.058389	0.006409	-0.077801	-0.014147	0.137265	-0.026139	-0.085796	-0.033262	-0.028495	-0.080075	-0.0393	-0.065801	0.0058	0.023445	-0.074285	0.019541	0.101088	-0.010241	-0.044096	0.089574	-0.070631	-0.046704	0.048116	-0.026226	-0.021621	-0.047797	0.035735	-0.007735	0.190491	0.065547	-0.060781	0.006107	-0.068902	0.331083	-0.045729	-0.046602	0.19927	-0.050725
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.079409	-0.107351	-0.023375	0.10704	-0.058026	0.003546	0.075762	0.088201	0.005668	0.107631	0.031742	0.172211	-0.024712	-0.060085	0.072953	-0.070728	0.132945	0.21546	-0.042613	-0.077288	-0.08927	0.070985	0.002623	-0.089693	0.077566	-0.070777	-0.025081	0.043696	-0.08258	-0.085146	0.249646	0.035505	0.202117	0.174526	0.122301	0.106691	-0.04047	0.05221	0.032323	-3.8e-05	-0.105301	-0.108661	0.083389	-0.041665	-0.080659	-0.039214	-0.002819	0.398745	0.06039	0.053519	-0.04924	0.011194	-0.027555	-0.097952	-0.061734	-0.033231	0.065519	0.054015	0.023902	-0.061939	0.082539	-0.075758	-0.018087	-0.057001	-0.043202	-0.08821	0.122091	-0.078434	-0.002688	0.052218	-0.030192	-0.09537	0.033951	0.008744	0.164211	-0.003132	0.169413	-0.134809	-0.046881	0.021361	-0.030756	-0.054908	0.012693	-0.062198	-0.093999	-0.048229	-0.038304	-0.066381	-0.059294	-0.100613	-0.024599	-0.004293	0.114134	-0.100775	-0.067543	0.093867	-0.091478	0.100942	-0.104095	-0.036537	-0.009775	-0.103311	-0.001788	0.016206	0.09797	-0.081817	0.02319	-0.026922	-0.053912	0.05087	-0.035372	-0.029187	-0.031293	-0.02743	-0.063033	0.12605	0.055244	-0.08846	-0.025086	-0.09494	0.112481	-0.027953	-0.091994	-0.065213	-0.061395
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.004386	-0.046895	-0.037934	0.049829	-0.026857	-0.001971	-0.045903	-0.073918	-0.054972	-0.057638	-0.068	0.054944	0.004116	-0.074819	-0.098036	-0.061312	-0.043284	-0.079374	0.044945	0.034313	0.047093	0.065315	0.041417	-0.079464	0.085296	-0.114082	-0.048355	0.168817	0.01304	-0.070323	0.012145	-0.090649	-0.06865	0.008944	0.055531	0.089828	0.120527	-0.040234	-0.079368	0.029316	0.028044	0.025416	-0.040587	0.054803	-0.056944	0.251327	-0.073248	0.057973	-0.02577	-0.11114	0.079557	0.105975	0.200795	-0.063921	-0.059435	0.002491	-0.037409	-0.077198	-0.034868	-0.032021	0.102647	-0.077059	0.008271	0.006277	0.02504	-0.038391	0.042926	-0.062244	-0.090997	-0.05943	0.111738	-0.086553	0.003615	-0.061147	-0.089061	-0.076259	0.034033	-0.069124	-0.059901	-0.072538	0.106646	0.047989	0.019439	0.014119	-0.093645	-0.043731	0.132942	-0.093428	0.032547	-0.080922	-0.002685	-0.033126	-0.07003	-0.033792	0.031364	-0.064958	0.018403	0.174923	0.084861	0.108736	0.08997	0.047618	-0.040097	-0.052217	0.017455	-0.064545	-0.071291	0.144923	-0.062874	0.119695	0.159269	0.121787	-0.046588	-0.053442	-0.064437	0.051027	-7.3e-05	0.002559	0.030323	-0.065187	-0.046441	0.008174	0.0471	-0.019033
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.03828	-0.080646	-0.045072	0.03574	-0.074908	-0.060818	0.077038	-0.059015	-0.071947	-0.098665	-0.110982	-0.072017	-0.056887	0.298003	-0.060843	-0.08727	-0.036638	0.177625	-0.031504	-0.089295	-0.074013	-0.01382	0.054079	-0.017849	-0.114063	-0.039191	0.077763	0.126198	-0.069971	-0.074514	-0.112983	-0.080721	-0.050109	0.001695	-0.070093	-0.067389	-0.089834	-0.058654	-0.008562	0.155956	0.01283	-0.087049	0.203797	-0.083794	-0.083689	-0.108565	0.008014	-0.069598	0.320583	-0.079165	-0.108138	0.031306	0.071661	-0.08995	-0.045424	-0.114753	-0.082843	-0.037681	-0.01727	-0.073462	-0.098363	0.012489	0.103888	0.018929	-0.095824	0.109243	0.082827	-0.123986	0.084665	0.0063	-0.100496	0.245848	0.065683	-0.085061	-0.09236	0.107381	-0.074848	-0.052893	-0.083013	0.018689	0.002027	0.149988	-0.009236	-0.042568	0.046308	0.050431	-0.073584	0.05485	0.070772	-0.018508	-0.093418	0.044459	-0.078157	0.008185	-0.099796	-0.006985	0.066797	-0.050071	-0.108247	0.039583	-0.102481	-0.029788	-0.126217	-0.068278	-0.091353	-0.005223	0.052448	-0.070613	0.03623	0.025342	0.190042	-0.092742	-0.084336	-0.086174	-0.07298	0.059295	-0.033213	0.031473	-0.076655	0.110039	0.047531	0.085343	-0.101828
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.049108	-0.091508	0.144915	-0.01338	-0.018387	0.133792	-0.042259	0.016242	-0.047311	-0.020134	-0.038536	-0.012118	0.108694	-0.009855	0.023122	-0.037548	0.103978	-0.105443	-0.02367	0.069057	-0.098984	0.18352	-0.030621	-0.026994	0.01772	-0.105178	0.078995	0.018047	0.009358	0.031644	-0.058551	-0.078636	-0.086725	-0.079455	0.006668	-0.015064	-0.007546	-0.039132	0.116969	-0.098738	-0.066167	0.114112	-0.018292	0.019936	-0.037421	-0.090599	-0.003602	0.115012	0.001141	0.007565	-0.106005	0.089568	-0.017251	-0.032327	0.063451	-0.074601	-0.09206	-0.038336	-0.048714	-0.018058	-0.100436	0.333244	-0.096011	0.001803	-0.084544	0.120273	-0.069067	0.138731	-0.053546	-0.01078	0.067258	0.10766	-0.033788	-0.006263	-0.0581	-0.04518	-0.036206	0.044656	-0.040798	-0.05276	0.111955	-0.030237	-0.009885	0.080605	-0.037051	-0.099812	-0.114169	0.078649	-0.065141	-0.07583	0.103508	-0.030802	-0.056059	-0.034493	-0.082307	-0.100188	-0.038462	0.021156	-0.084872	0.002758	0.04029	0.006895	-0.085098	-0.025185	0.093532	-0.071501	0.170217	-0.084636	-0.108179	0.107126	-0.04211	-0.066337	0.085712	-0.007422	-0.085748	0.041902	-0.08838	0.066346	0.18697	-0.084972	0.029267	-0.062903
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.044173	-0.016398	0.075809	0.064281	-0.015773	0.095754	0.13495	0.067182	-0.009209	-0.055618	0.000721	-0.065491	0.029491	0.115616	-0.042131	-0.074063	-0.064021	0.07437	0.13698	-0.05697	-0.03051	-0.046458	-0.008222	0.020071	-0.088881	-0.064796	0.103734	0.022347	0.153861	0.108875	0.087376	0.086157	0.009415	0.054618	0.007909	0.001384	-0.068751	-0.065188	-0.001633	-0.007467	-0.097136	-0.019062	-0.015965	-0.015005	0.083383	0.105964	-0.071038	-0.017074	-0.01059	-0.056108	-0.019544	-0.01521	0.08449	0.090556	-0.044022	-0.02816	0.082019	-0.04773	-0.032098	-0.069676	0.018297	-0.044437	0.092687	-0.032005	-0.02569	-0.002555	-0.068575	-0.063133	0.05913	-0.06129	0.003327	-0.035594	0.101257	-0.062713	-0.008576	0.029094	-0.038227	-0.015975	-0.027578	-0.086293	-0.069439	-0.02038	-0.004479	-0.033627	-0.01439	-0.03161	-0.056482	-0.047422	0.068383	-0.056882	0.029612	0.091061	-0.04561	0.063784	-0.059702	0.034092	0.005589	-0.099109	-0.013838	0.012546	0.044499	-0.028495	-0.022254	-0.00742	-0.080417	-0.003548	-0.075836	-0.011528	-0.051245	-0.011899	-0.084087	0.039321	0.026644	-0.063738	-0.017476	-0.08734	0.056587	-0.002152	-0.037666	-0.054571	-0.039099
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.061041	-0.037317	-0.042114	-0.052383	-0.067195	-0.050836	-0.049204	0.364784	0.05416	-0.087891	-0.037938	-0.083953	-0.014625	0.006972	-0.0764	0.008747	0.049948	0.082448	0.020718	-0.125081	0.094452	-0.044587	0.002057	0.036038	-0.067074	-0.075578	-0.016915	-0.034416	-0.046977	-0.013504	-0.110942	0.463034	0.076046	0.091379	-0.043406	-0.048943	-0.062026	-0.056842	-0.070641	-0.093112	-0.014806	0.069139	-0.07186	-0.029186	-0.014507	-0.030322	0.10232	0.066991	0.087321	-0.066798	-0.031021	0.088458	-0.038271	0.044564	0.024007	-0.034834	0.173043	0.002894	-0.011876	-0.020757	-0.060354	-0.082666	-0.06125	-0.027546	-0.023321	-0.010794	0.062322	-0.051983	-0.066297	-0.078041	-0.032778	-0.116251	-0.100639	0.031856	-0.065308	-0.062475	-0.046526	-0.062265	-0.058272	-0.072079	0.166032	-0.04829	0.076083	0.183486	-0.062313	-0.030971	-0.021554	0.01596	0.044381	0.053763	-0.084861	0.117986	-0.058679	0.065107	0.016002	0.059789	0.097128	0.098071	0.000237	-0.013716	0.250022	-0.022004	-0.033133	0.022437	-0.030176	0.03743	0.069153	-0.07177	-0.066041	-0.04259	-0.044709	0.044664	-0.031839	0.153381	-0.028226	-0.031977	-0.080167	-0.010181	-0.031591	0.040186
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.009072	-0.018481	0.111014	-0.0191	0.017822	-0.038199	-0.021381	0.017342	0.00798	0.056969	-0.042518	0.012527	-0.039995	0.101519	-0.062185	-0.034968	-0.023429	-0.077799	0.121451	-0.028712	0.001358	0.061895	-0.065427	0.065558	0.006036	-0.023037	-0.006064	-0.018218	-0.06135	-0.060299	-0.00788	-0.030472	-0.050337	0.032666	-0.027447	0.106198	-0.056511	-0.019206	0.125968	-0.012376	-0.033054	-0.004861	-0.038247	0.037109	0.064237	0.007713	-0.035552	-0.063777	0.07957	0.026937	-0.05387	0.034997	-0.057835	-0.055109	0.033986	-0.064306	-0.039729	-0.078327	0.094544	-0.062588	-6.4e-05	-0.066286	0.15118	-0.040713	0.109835	-0.004733	-0.06394	0.017583	0.099613	0.011438	0.016572	-0.078048	0.02228	-0.041754	0.022051	-0.07304	-0.057641	0.034313	-0.021009	-0.054192	0.090302	-0.076889	-0.066746	-0.085145	0.061038	0.00259	-0.05875	0.085227	-0.053549	-0.077672	-0.025416	-0.082204	-0.074446	-0.027292	0.035863	-0.041291	0.015796	-0.005834	-0.038759	-0.060536	-0.028916	0.137288	-0.049978	0.019631	-0.044725	-0.086139	0.048285	-0.032324	-0.034612	0.002934	-0.018205	-0.058488	0.048947	-0.033676	0.006345	0.204389	-0.065359	-0.034271	-0.059158
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.267189	-0.065678	0.086377	0.069433	0.170951	0.012629	-0.03496	-0.030993	0.087944	-0.00452	0.073038	0.042479	-0.056356	-0.038869	-0.003855	-0.050836	-0.046	-0.043074	-0.051071	-0.080432	-0.022075	-0.077029	-0.088911	0.08749	0.01279	0.060505	0.078908	0.16587	0.049522	0.006043	-0.012377	0.038813	-0.025024	-0.043582	-0.074861	0.07257	-0.028478	-0.05835	-0.05387	-0.020363	-0.034162	0.08029	-0.038053	0.065143	-0.003913	0.047267	-0.018374	0.026646	-0.030615	0.067881	-0.041831	-0.062421	-0.031052	0.093338	0.014798	0.01056	-0.073191	-0.025059	-0.020829	0.094451	-0.021451	0.011968	-0.04063	-0.045665	-0.028733	-0.051619	-0.066853	1.1e-05	0.043728	0.081042	-0.091605	0.008496	0.03644	-0.049421	0.010355	-0.010536	-0.084094	-0.07772	-0.049962	-0.062433	-0.022154	-0.000706	-0.034326	0.092621	0.015094	0.095738	-0.059405	-0.01918	0.068394	-0.057534	0.074238	-0.057124	0.045724	-0.05547	-0.066807	-0.03369	0.018388	0.016615	-0.03322	0.035927	-0.013393	-0.005407	-0.034298	-0.009742	-0.001506	-0.084896	-0.025577	0.066353	0.047303	-0.046453	-0.061352	0.024951	-0.07585	0.053289	-0.048506	-0.084918	-0.05992	-0.039615
